country,date_month_string,monthly_vaccinations_per_country,monthly_vaccinations_per_million_per_country,date_month_number,monthly_vaccinations_globally
Solomon Islands,2021-11,10704,15208,12,582593278
Somalia,2021-04,5200,312,5,533501731
Somalia,2021-05,8723,535,6,792994644
Somalia,2021-06,71682,4382,7,1136984197
Somalia,2021-07,71048,4349,8,1060429251
Somalia,2021-08,16282,1003,9,1201442306
Somalia,2021-09,182705,11168,10,969014866
Somalia,2021-10,188393,11517,11,805830936
Somalia,2021-11,201726,12330,12,582593278
South Africa,2021-02,55750,928,3,170467452
South Africa,2021-03,188903,3148,4,340529467
South Africa,2021-04,62674,1044,5,533501731
South Africa,2021-05,617787,10289,6,792994644
South Africa,2021-06,1850391,30818,7,1136984197
South Africa,2021-07,4240816,70634,8,1060429251
South Africa,2021-08,4989040,83092,9,1201442306
South Africa,2021-09,5060871,84290,10,969014866
South Africa,2021-10,4941337,82297,11,805830936
South Africa,2021-11,2114027,35210,12,582593278
South Korea,2021-02,2853,56,3,170467452
South Korea,2021-03,839517,16362,4,340529467
South Korea,2021-04,2047270,39902,5,533501731
South Korea,2021-05,4215660,82168,6,792994644
South Korea,2021-06,11923377,232399,7,1136984197
South Korea,2021-07,5318178,103660,8,1060429251
South Korea,2021-08,17570190,342461,9,1201442306
South Korea,2021-09,19399227,378115,10,969014866
South Korea,2021-10,15961695,311112,11,805830936
South Korea,2021-11,4912056,95741,12,582593278
South Sudan,2021-04,3238,284,5,533501731
South Sudan,2021-05,6097,539,6,792994644
South Sudan,2021-06,31816,2800,7,1136984197
South Sudan,2021-07,16161,1419,8,1060429251
South Sudan,2021-08,179,5,9,1201442306
South Sudan,2021-09,48979,4303,10,969014866
South Sudan,2021-10,25707,2257,11,805830936
South Sudan,2021-11,12445,1092,12,582593278
Spain,2021-01,1521408,32547,2,93138028
Spain,2021-02,2078004,44454,3,170467452
Spain,2021-03,3876126,82919,4,340529467
Spain,2021-04,8078675,172825,5,533501731
Spain,2021-05,10804081,231128,6,792994644
Spain,2021-06,13892796,297203,7,1136984197
Spain,2021-07,15375205,328915,8,1060429251
Spain,2021-08,9790718,209447,9,1201442306
Spain,2021-09,4598937,98385,10,969014866
Spain,2021-10,1847068,39513,11,805830936
Spain,2021-11,2312053,49461,12,582593278
Sri Lanka,2021-01,43916,2043,2,93138028
Sri Lanka,2021-02,409996,19072,3,170467452
Sri Lanka,2021-03,485767,22597,4,340529467
Sri Lanka,2021-04,45421,2116,5,533501731
Sri Lanka,2021-05,903600,42033,6,792994644
Sri Lanka,2021-06,1654160,76945,7,1136984197
Sri Lanka,2021-07,6751703,314073,8,1060429251
Sri Lanka,2021-08,8798115,409265,9,1201442306
Sri Lanka,2021-09,6938245,322749,10,969014866
Sri Lanka,2021-10,2552658,118744,11,805830936
Sri Lanka,2021-11,1031880,48003,12,582593278
Sudan,2021-03,34839,777,4,340529467
Sudan,2021-04,133948,2986,5,533501731
Sudan,2021-05,183900,4089,6,792994644
Sudan,2021-06,319136,7105,7,1136984197
Sudan,2021-07,149775,3327,8,1060429251
Sudan,2021-08,356968,7942,9,1201442306
Sudan,2021-09,367607,8184,10,969014866
Sudan,2021-10,103020,2300,11,805830936
Suriname,2021-02,2208,3732,3,170467452
Suriname,2021-03,21495,36326,4,340529467
Suriname,2021-04,15117,25544,5,533501731
Suriname,2021-05,43202,73004,6,792994644
Suriname,2021-06,110100,186045,7,1136984197
Suriname,2021-07,50041,84557,8,1060429251
Suriname,2021-08,86370,145943,9,1201442306
Suriname,2021-09,67544,114132,10,969014866
Suriname,2021-10,52149,88120,11,805830936
Suriname,2021-11,20573,34763,12,582593278
Sweden,2020-12,8032,792,1,8698776
Sweden,2021-01,297074,29241,2,93138028
Sweden,2021-02,501931,49400,3,170467452
Sweden,2021-03,860857,84728,4,340529467
Sweden,2021-04,1635453,160968,5,533501731
Sweden,2021-05,1976555,194539,6,792994644
Sweden,2021-06,2824854,278034,7,1136984197
Sweden,2021-07,2443367,240485,8,1060429251
Sweden,2021-08,2026483,199454,9,1201442306
Sweden,2021-09,1154672,113651,10,969014866
Sweden,2021-10,405339,39894,11,805830936
Sweden,2021-11,939060,92426,12,582593278
Switzerland,2020-12,3690,424,1,8698776
Switzerland,2021-01,272776,31297,2,93138028
Switzerland,2021-02,490574,56290,3,170467452
Switzerland,2021-03,705770,80975,4,340529467
Switzerland,2021-04,1171303,134396,5,533501731
Switzerland,2021-05,2165277,248439,6,792994644
Switzerland,2021-06,2563210,294100,7,1136984197
Switzerland,2021-07,1603636,183997,8,1060429251
Switzerland,2021-08,650568,74645,9,1201442306
Switzerland,2021-09,812564,93235,10,969014866
Switzerland,2021-10,671293,77025,11,805830936
Switzerland,2021-11,281235,32269,12,582593278
Syria,2021-03,1980,120,4,340529467
Syria,2021-04,9369,519,5,533501731
Syria,2021-05,20131,1105,6,792994644
Syria,2021-06,84661,4634,7,1136984197
Syria,2021-07,152459,8345,8,1060429251
Syria,2021-08,132264,7237,9,1201442306
Syria,2021-09,375656,20553,10,969014866
Syria,2021-10,274835,15032,11,805830936
Syria,2021-11,247784,13555,12,582593278
Taiwan,2021-03,15423,645,4,340529467
Taiwan,2021-04,38595,1618,5,533501731
Taiwan,2021-05,361525,15154,6,792994644
Taiwan,2021-06,1531501,64199,7,1136984197
Taiwan,2021-07,5585035,234128,8,1060429251
Taiwan,2021-08,3254214,136419,9,1201442306
Taiwan,2021-09,4080944,171072,10,969014866
Taiwan,2021-10,9096902,381342,11,805830936
Taiwan,2021-11,4245617,177976,12,582593278
Tajikistan,2021-05,19015,1948,6,792994644
Tajikistan,2021-06,138711,14228,7,1136984197
Tajikistan,2021-07,370661,38016,8,1060429251
Tajikistan,2021-08,2005000,205651,9,1201442306
Tajikistan,2021-09,1537680,157718,10,969014866
Tajikistan,2021-10,679973,69742,11,805830936
Tajikistan,2021-11,151895,15581,12,582593278
Tanzania,2021-08,237825,3866,9,1201442306
Tanzania,2021-09,316553,5147,10,969014866
Tanzania,2021-10,362068,5886,11,805830936
Thailand,2021-02,160,2,3,170467452
Thailand,2021-03,158001,2260,4,340529467
Thailand,2021-04,1133510,16202,5,533501731
Thailand,2021-05,2145207,30669,6,792994644
Thailand,2021-06,5832653,83382,7,1136984197
Thailand,2021-07,7486998,107033,8,1060429251
Thailand,2021-08,13869204,198270,9,1201442306
Thailand,2021-09,19208337,274597,10,969014866
Thailand,2021-10,23081519,329969,11,805830936
Thailand,2021-11,13345083,190780,12,582593278
Timor,2021-04,23552,17520,5,533501731
Timor,2021-05,49722,36999,6,792994644
Timor,2021-06,145504,108271,7,1136984197
Timor,2021-07,151644,112841,8,1060429251
Timor,2021-08,206150,153400,9,1201442306
Timor,2021-09,132789,98811,10,969014866
Timor,2021-10,199667,148576,11,805830936
Timor,2021-11,89591,66665,12,582593278
Togo,2021-03,61352,7237,4,340529467
Togo,2021-04,141598,16702,5,533501731
Togo,2021-05,107043,12617,6,792994644
Togo,2021-06,92297,10892,7,1136984197
Togo,2021-07,72685,8583,8,1060429251
Togo,2021-08,127176,14995,9,1201442306
Togo,2021-09,458773,54112,10,969014866
Togo,2021-10,316253,37300,11,805830936
Togo,2021-11,67382,7947,12,582593278
Tokelau,2021-06,207,151317,7,1136984197
Tokelau,2021-07,713,521203,8,1060429251
Tokelau,2021-08,332,242692,9,1201442306
Tokelau,2021-09,510,372810,10,969014866
Tokelau,2021-10,204,149124,11,805830936
Tonga,2021-04,4250,39810,5,533501731
Tonga,2021-05,13175,123411,6,792994644
Tonga,2021-06,11643,109059,7,1136984197
Tonga,2021-07,11074,103728,8,1060429251
Tonga,2021-08,22041,206452,9,1201442306
Tonga,2021-09,10759,100777,10,969014866
Tonga,2021-10,13604,127427,11,805830936
Tonga,2021-11,12650,118494,12,582593278
Trinidad and Tobago,2021-02,958,683,3,170467452
Trinidad and Tobago,2021-03,2977,2130,4,340529467
Trinidad and Tobago,2021-04,35564,25343,5,533501731
Trinidad and Tobago,2021-05,46127,32868,6,792994644
Trinidad and Tobago,2021-06,189681,135159,7,1136984197
Trinidad and Tobago,2021-07,277162,197498,8,1060429251
Trinidad and Tobago,2021-08,339403,241848,9,1201442306
Trinidad and Tobago,2021-09,161622,115167,10,969014866
Trinidad and Tobago,2021-10,162274,115630,11,805830936
Trinidad and Tobago,2021-11,49638,35372,12,582593278
Tunisia,2021-03,50721,4250,4,340529467
Tunisia,2021-04,295046,24718,5,533501731
Tunisia,2021-05,554673,46473,6,792994644
Tunisia,2021-06,866953,72636,7,1136984197
Tunisia,2021-07,975516,81731,8,1060429251
Tunisia,2021-08,2640787,221250,9,1201442306
Tunisia,2021-09,2427912,203415,10,969014866
Tunisia,2021-10,1324590,110977,11,805830936
Tunisia,2021-11,758045,63513,12,582593278
Turkey,2021-01,2421536,28476,2,93138028
Turkey,2021-02,6182720,72701,3,170467452
Turkey,2021-03,7024301,82597,4,340529467
Turkey,2021-04,6933243,81524,5,533501731
Turkey,2021-05,6912787,81286,6,792994644
Turkey,2021-06,19298109,226924,7,1136984197
Turkey,2021-07,22335027,262632,8,1060429251
Turkey,2021-08,22258470,261733,9,1201442306
Turkey,2021-09,15727413,184935,10,969014866
Turkey,2021-10,7591721,89268,11,805830936
Turkey,2021-11,2912140,34244,12,582593278
Turkmenistan,2021-03,1282439,209622,4,340529467
Turkmenistan,2021-04,1241070,202860,5,533501731
Turkmenistan,2021-05,1282439,209622,6,792994644
Turkmenistan,2021-06,1241070,202860,7,1136984197
Turkmenistan,2021-07,1282439,209622,8,1060429251
Turkmenistan,2021-08,1199701,196098,9,1201442306
Turks and Caicos Islands,2021-01,6552,167034,2,93138028
Turks and Caicos Islands,2021-02,8736,222712,3,170467452
Turks and Caicos Islands,2021-03,9562,243770,4,340529467
Turks and Caicos Islands,2021-04,3770,96105,5,533501731
Turks and Caicos Islands,2021-05,8204,209138,6,792994644
Turks and Caicos Islands,2021-06,6894,175744,7,1136984197
Turks and Caicos Islands,2021-07,4944,126040,8,1060429251
Turks and Caicos Islands,2021-08,2668,68005,9,1201442306
Turks and Caicos Islands,2021-09,2973,75790,10,969014866
Turks and Caicos Islands,2021-10,2447,62383,11,805830936
Turks and Caicos Islands,2021-11,345,8795,12,582593278
Tuvalu,2021-04,0,0,5,533501731
Tuvalu,2021-05,0,0,6,792994644
Tuvalu,2021-06,3051,255851,7,1136984197
Tuvalu,2021-07,1767,148180,8,1060429251
Tuvalu,2021-08,3474,291322,9,1201442306
Tuvalu,2021-09,687,57610,10,969014866
Tuvalu,2021-10,660,55352,11,805830936
Uganda,2021-03,71316,1513,4,340529467
Uganda,2021-04,242763,5152,5,533501731
Uganda,2021-05,286585,6087,6,792994644
Uganda,2021-06,264595,5611,7,1136984197
Uganda,2021-07,270676,5744,8,1060429251
Uganda,2021-08,250936,5326,9,1201442306
Uganda,2021-09,858420,18219,10,969014866
Uganda,2021-10,1032122,21901,11,805830936
Uganda,2021-11,980721,20812,12,582593278
Ukraine,2021-02,4365,100,3,170467452
Ukraine,2021-03,206711,4758,4,340529467
Ukraine,2021-04,397426,9141,5,533501731
Ukraine,2021-05,520932,11985,6,792994644
Ukraine,2021-06,1368143,31476,7,1136984197
Ukraine,2021-07,2727892,62758,8,1060429251
Ukraine,2021-08,3641204,83768,9,1201442306
Ukraine,2021-09,3536493,81359,10,969014866
Ukraine,2021-10,4637396,106686,11,805830936
Ukraine,2021-11,4760942,109531,12,582593278
United Arab Emirates,2021-01,2166612,216858,2,93138028
United Arab Emirates,2021-02,2923661,292628,3,170467452
United Arab Emirates,2021-03,2204574,220652,4,340529467
United Arab Emirates,2021-04,2338481,234057,5,533501731
United Arab Emirates,2021-05,2288193,229023,6,792994644
United Arab Emirates,2021-06,2420349,242251,7,1136984197
United Arab Emirates,2021-07,1556845,155824,8,1060429251
United Arab Emirates,2021-08,1360204,136142,9,1201442306
United Arab Emirates,2021-09,1915179,191689,10,969014866
United Arab Emirates,2021-10,1098044,109904,11,805830936
United Arab Emirates,2021-11,456009,45640,12,582593278
United Kingdom,2021-01,6442200,94450,2,93138028
United Kingdom,2021-02,11399941,167138,3,170467452
United Kingdom,2021-03,14168071,207721,4,340529467
United Kingdom,2021-04,13624879,199760,5,533501731
United Kingdom,2021-05,16137738,236595,6,792994644
United Kingdom,2021-06,13171897,193116,7,1136984197
United Kingdom,2021-07,7487935,109782,8,1060429251
United Kingdom,2021-08,6108628,89560,9,1201442306
United Kingdom,2021-09,3113584,45650,10,969014866
United Kingdom,2021-10,9125877,133795,11,805830936
United Kingdom,2021-11,7447484,109189,12,582593278
United States,2020-12,4114920,12236,1,8698776
United States,2021-01,29848785,88751,2,93138028
United States,2021-02,47490095,141204,3,170467452
United States,2021-03,80638268,239761,4,340529467
United States,2021-04,91191801,271141,5,533501731
United States,2021-05,56570546,168202,6,792994644
United States,2021-06,25445790,75657,7,1136984197
United States,2021-07,15892861,47257,8,1060429251
United States,2021-08,23402117,69582,9,1201442306
United States,2021-09,21446867,63768,10,969014866
United States,2021-10,27563145,81956,11,805830936
United States,2021-11,24646439,73280,12,582593278
Uruguay,2021-02,5,1,3,170467452
Uruguay,2021-03,582850,167240,4,340529467
Uruguay,2021-04,1180539,338735,5,533501731
Uruguay,2021-05,1014321,291040,6,792994644
Uruguay,2021-06,1065226,305646,7,1136984197
Uruguay,2021-07,933876,267957,8,1060429251
Uruguay,2021-08,731709,209950,9,1201442306
Uruguay,2021-09,713521,204732,10,969014866
Uruguay,2021-10,395869,113587,11,805830936
Uruguay,2021-11,111887,32102,12,582593278
Uzbekistan,2021-04,633285,18661,5,533501731
Uzbekistan,2021-05,1238533,36493,6,792994644
Uzbekistan,2021-06,1906404,56179,7,1136984197
Uzbekistan,2021-07,3400151,100197,8,1060429251
Uzbekistan,2021-08,6776508,199688,9,1201442306
Uzbekistan,2021-09,6118344,180291,10,969014866
Uzbekistan,2021-10,5611650,165360,11,805830936
Uzbekistan,2021-11,4457559,131353,12,582593278
Vanuatu,2021-06,9059,28806,7,1136984197
Vanuatu,2021-07,15541,49420,8,1060429251
Vanuatu,2021-08,12595,40051,9,1201442306
Vanuatu,2021-09,27473,87364,10,969014866
Vanuatu,2021-10,35891,114134,11,805830936
Vanuatu,2021-11,19289,61339,12,582593278
Venezuela,2021-02,3888,135,3,170467452
Venezuela,2021-03,36085,1254,4,340529467
Venezuela,2021-04,236904,8252,5,533501731
Venezuela,2021-05,205145,7143,6,792994644
Venezuela,2021-06,1204859,41973,7,1136984197
Venezuela,2021-07,2614617,91083,8,1060429251
Venezuela,2021-08,5020246,174891,9,1201442306
Venezuela,2021-09,6187543,215556,10,969014866
Venezuela,2021-10,5639291,196453,11,805830936
Venezuela,2021-11,1255300,43730,12,582593278
Vietnam,2021-03,47124,478,4,340529467
Vietnam,2021-04,302631,3082,5,533501731
Vietnam,2021-05,715067,7285,6,792994644
Vietnam,2021-06,2302538,23453,7,1136984197
Vietnam,2021-07,1971224,20080,8,1060429251
Vietnam,2021-08,14067831,143303,9,1201442306
Vietnam,2021-09,20807085,211951,10,969014866
Vietnam,2021-10,38479489,391973,11,805830936
Vietnam,2021-11,23701246,241433,12,582593278
Wales,2021-01,294168,92799,2,93138028
Wales,2021-02,621489,196053,3,170467452
Wales,2021-03,836844,263986,4,340529467
Wales,2021-04,707714,223254,5,533501731
Wales,2021-05,698539,220361,6,792994644
Wales,2021-06,663688,209364,7,1136984197
Wales,2021-07,441043,139129,8,1060429251
Wales,2021-08,202489,63876,9,1201442306
Wales,2021-09,66938,21117,10,969014866
Wales,2021-10,505956,159609,11,805830936
Wales,2021-11,301986,95262,12,582593278
Wallis and Futuna,2021-03,2150,193800,4,340529467
Wallis and Futuna,2021-04,2833,255363,5,533501731
Wallis and Futuna,2021-05,2865,258247,6,792994644
Wallis and Futuna,2021-06,588,53002,7,1136984197
Wallis and Futuna,2021-07,380,34253,8,1060429251
Wallis and Futuna,2021-08,464,41824,9,1201442306
Wallis and Futuna,2021-09,667,60124,10,969014866
Wallis and Futuna,2021-10,1035,93293,11,805830936
Wallis and Futuna,2021-11,369,33261,12,582593278
Yemen,2021-05,96628,3164,6,792994644
Yemen,2021-06,165908,5442,7,1136984197
Yemen,2021-07,43168,1421,8,1060429251
Yemen,2021-08,7861,257,9,1201442306
Yemen,2021-09,74639,2445,10,969014866
Yemen,2021-10,139586,4582,11,805830936
Yemen,2021-11,202139,6627,12,582593278
Zambia,2021-04,21360,1129,5,533501731
Zambia,2021-05,125605,6639,6,792994644
Zambia,2021-06,5319,283,7,1136984197
Zambia,2021-07,243831,12885,8,1060429251
Zambia,2021-08,174307,9211,9,1201442306
Zambia,2021-09,135257,7145,10,969014866
Zambia,2021-10,201060,10625,11,805830936
Zambia,2021-11,96806,5114,12,582593278
Zimbabwe,2021-02,11813,782,3,170467452
Zimbabwe,2021-03,67198,4452,4,340529467
Zimbabwe,2021-04,361818,23972,5,533501731
Zimbabwe,2021-05,536999,35582,6,792994644
Zimbabwe,2021-06,293276,19429,7,1136984197
Zimbabwe,2021-07,1041443,69005,8,1060429251
Zimbabwe,2021-08,1800117,119276,9,1201442306
Zimbabwe,2021-09,1147935,76064,10,969014866
Zimbabwe,2021-10,614428,40713,11,805830936
Zimbabwe,2021-11,401124,26576,12,582593278
